date,new_cases,upToDate,Cuebiq_Mobility,Kinsa_AnomalousFeverAbsolute,cdc_ili,Twitter_RelatedTweets,google_fever
3/26/21,839.1428571,0,0,0,0,0,0
3/27/21,904.7142857,0,0,0,0,0,0
3/28/21,904.7142857,0,0,0,0,0,0
3/29/21,914.1428571,0,0,0,0,0,0
3/30/21,957,0,0,0,0,0,0
3/31/21,998.1428571,0,0,0,0,0,0
4/1/21,1022.285714,0,0,0,0,0,0
4/2/21,1064.142857,0,0,0,0,0,0
4/3/21,1041.142857,0,0,0,0,0,0
4/4/21,1041.142857,0,0,0,0,0,0
4/5/21,1090.285714,0,0,0,0,0,0
4/6/21,1059.571429,0,0,0,0,0,0
4/7/21,1097.714286,0,0,0,0,0,0
4/8/21,1064.285714,0,0,0,0,0,0
4/9/21,1097,0,0,0,0,0,0
4/10/21,1118.142857,0,0,0,0,0,0
4/11/21,1118.142857,0,0,0,0,0,0
4/12/21,1133.571429,0,0,0,0,0,0
4/13/21,1200.571429,0,0,0,0,0,0
4/14/21,1167,0,0,0,0,0,0
4/15/21,1216.142857,0,0,0,0,0,0
4/16/21,1300,0,0,0,0,0,0
4/17/21,1331.285714,0,0,0,0,0,0
4/18/21,1331.285714,0,0,0,0,0,0
4/19/21,1281.142857,0,0,0,0,0,0
4/20/21,1380.285714,0,0,0,0,0,0
4/21/21,1410.714286,0,0,0,0,0,0
4/22/21,1444.857143,0,0,0,0,0,0
4/23/21,1385.714286,0,0,0,0,0,0
4/24/21,1394.714286,0,0,0,0,0,0
4/25/21,1394.714286,0,0,0,0,0,0
4/26/21,1499.571429,0,0,0,0,0,0
4/27/21,1398.714286,0,0,0,0,0,0
4/28/21,1419.285714,0,0,0,0,0,0
4/29/21,1411.285714,0,0,0,0,0,0
4/30/21,1349.428571,0,0,0,0,0,0
5/1/21,1342.428571,0,0,0,0,0,0
5/2/21,1342.428571,0,0,0,0,0,0
5/3/21,1396.285714,0,0,0,0,0,0
5/4/21,1442.571429,0,0,0,0,0,0
5/5/21,1397.714286,0,0,0,0,0,0
5/6/21,1336.714286,0,0,0,0,0,0
5/7/21,1349,0,0,0,0,0,0
5/8/21,1324.428571,0,0,0,0,0,0
5/9/21,1324.428571,0,0,0,0,0,0
5/10/21,1216.285714,0,0,0,0,0,0
5/11/21,1189,0,0,0,0,0,0
5/12/21,1155.285714,0,0,0,0,0,0
5/13/21,1186.714286,0,0,0,0,0,0
5/14/21,1324.857143,0,0,0,0,0,0
5/15/21,1240.714286,0,0,0,0,0,0
5/16/21,1240.714286,0,0,0,0,0,0
5/17/21,1096.714286,0,0,0,0,0,0
5/18/21,1017.142857,0,0,0,0,0,0
5/19/21,983.2857143,0,0,0,0,0,0
5/20/21,923.7142857,0,0,0,0,0,0
5/21/21,819.5714286,0,0,0,0,0,0
5/22/21,689.8571429,0,0,0,0,0,0
5/23/21,689.8571429,0,0,0,0,0,0
5/24/21,873.8571429,0,0,0,0,0,0
5/25/21,909.2857143,0,0,0,0,0,0
5/26/21,1038.142857,0,0,0,0,0,0
5/27/21,1121.857143,0,0,0,0,0,0
5/28/21,1041.285714,0,0,0,0,0,0
5/29/21,1193.571429,0,0,0,0,0,0
5/30/21,1193.571429,0,0,0,0,0,0
5/31/21,907.1428571,0,0,0,0,0,0
6/1/21,938.4285714,0,0,0,0,0,0
6/2/21,786.7142857,0,0,0,0,0,0
6/3/21,691.8571429,0,0,0,0,0,0
6/4/21,640,0,0,0,0,0,0
6/5/21,601.1428571,0,0,0,0,0,0
6/6/21,601.1428571,0,0,0,0,0,0
6/7/21,720,0,0,0,0,0,0
6/8/21,658.1428571,0,0,0,0,0,0
6/9/21,631.5714286,0,0,0,0,0,0
6/10/21,610.1428571,0,0,0,0,0,0
6/11/21,598.7142857,0,0,0,0,0,0
6/12/21,587,0,0,0,0,0,0
6/13/21,587,0,0,0,0,0,0
6/14/21,547.5714286,0,0,0,0,0,0
6/15/21,509.1428571,0,0,0,0,0,0
6/16/21,512.5714286,0,0,0,0,0,0
6/17/21,472.7142857,0,0,0,0,0,0
6/18/21,461.1428571,0,0,0,0,0,0
6/19/21,433.8571429,0,0,0,0,0,0
6/20/21,433.8571429,0,0,0,0,0,0
6/21/21,428.8571429,0,0,0,0,0,0
6/22/21,426.7142857,0,0,0,0,0,0
6/23/21,465.5714286,0,0,0,0,0,0
6/24/21,481,0,0,0,0,0,0
6/25/21,471.5714286,0,0,0,0,0,0
6/26/21,457.2857143,0,0,0,0,0,0
6/27/21,457.2857143,0,0,0,0,0,0
6/28/21,458,0,0,0,0,0,0
6/29/21,443.7142857,0,0,0,0,0,0
6/30/21,378.5714286,0,0,0,0,0,0
7/1/21,368.7142857,0,0,0,0,0,0
7/2/21,357.1428571,0,0,0,0,0,0
7/3/21,297,0,0,0,0,0,0
7/4/21,297,0,0,0,0,0,0
7/5/21,221.8571429,0,0,0,0,0,0
7/6/21,345.2857143,0,0,0,0,0,0
7/7/21,353.2857143,0,0,0,0,0,0
7/8/21,368.2857143,0,0,0,0,0,0
7/9/21,374.2857143,0,0,0,0,0,0
7/10/21,374.2857143,0,0,0,0,0,0
7/11/21,374.2857143,0,0,0,0,0,0
7/12/21,603.7142857,0,0,0,0,0,0
7/13/21,592.7142857,0,0,0,0,0,0
7/14/21,635.5714286,0,0,0,0,0,0
7/15/21,665.1428571,0,0,0,0,0,0
7/16/21,709.1428571,0,0,0,0,0,0
7/17/21,709.1428571,0,0,0,0,0,0
7/18/21,709.1428571,0,0,0,0,0,0
7/19/21,734,0,0,0,0,0,0
7/20/21,680.4285714,0,0,0,0,0,0
7/21/21,717.1428571,0,0,0,0,0,0
7/22/21,970.4285714,0,0,0,0,0,0
7/23/21,861.7142857,0,0,0,0,0,0
7/24/21,881.1428571,0,0,0,0,0,0
7/25/21,881.1428571,0,0,0,0,0,0
7/26/21,1065.857143,0,0,0,0,0,0
7/27/21,1108,0,0,0,0,0,0
7/28/21,1136,0,0,0,0,0,0
7/29/21,894.7142857,0,0,0,0,0,0
7/30/21,996.7142857,0,0,0,0,0,0
7/31/21,977.2857143,0,0,0,0,0,0
8/1/21,977.2857143,0,0,0,0,0,0
8/2/21,939,0,0,0,0,0,0
8/3/21,1574.857143,0,0,0,0,0,0
8/4/21,1700,0,0,0,0,0,0
8/5/21,1991.571429,0,0,0,0,0,0
8/6/21,2223.428571,0,0,0,0,0,0
8/7/21,2223.428571,0,0,0,0,0,0
8/8/21,2223.428571,0,0,0,0,0,0
8/9/21,2779.571429,0,0,0,0,0,0
8/10/21,2000,0,0,0,0,0,0
8/11/21,2435,0,0,0,0,0,0
8/12/21,2547,0,0,0,0,0,0
8/13/21,2664.857143,0,0,0,0,0,0
8/14/21,2664.857143,0,0,0,0,0,0
8/15/21,2664.857143,0,0,0,0,0,0
8/16/21,2792.285714,0,0,0,0,0,0
8/17/21,3122.428571,0,0,0,0,0,0
8/18/21,2899.857143,0,0,0,0,0,0
8/19/21,2934,0,0,0,0,0,0
8/20/21,3022.714286,0,0,0,0,0,0
8/21/21,3022.714286,0,0,0,0,0,0
8/22/21,3022.714286,0,0,0,0,0,0
8/23/21,3132.857143,0,0,0,0,0,0
8/24/21,3239,0,0,0,0,0,0
8/25/21,3163.571429,0,0,0,0,0,0
8/26/21,3150.142857,0,0,0,0,0,0
8/27/21,3219.285714,0,0,0,0,0,0
8/28/21,3219.285714,0,0,0,0,0,0
8/29/21,3219.285714,0,0,0,0,0,0
8/30/21,3278.285714,0,0,0,0,0,0
8/31/21,3307.714286,0,0,0,0,0,0
9/1/21,3460.857143,0,0,0,0,0,0
9/2/21,3535.285714,0,0,0,0,0,0
9/3/21,3500.285714,0,0,0,0,0,0
9/4/21,3500.285714,0,0,0,0,0,0
9/5/21,3500.285714,0,0,0,0,0,0
9/6/21,2246.857143,0,0,0,0,0,0
9/7/21,3379,0,0,0,0,0,0
9/8/21,3311,0,0,0,0,0,0
9/9/21,3268,0,0,0,0,0,0
9/10/21,3177.428571,0,0,0,0,0,0
9/11/21,3177.428571,0,0,0,0,0,0
9/12/21,3177.428571,0,0,0,0,0,0
9/13/21,4524.285714,0,0,0,0,0,0
9/14/21,3316.714286,0,0,0,0,0,0
9/15/21,3341.285714,0,0,0,0,0,0
9/16/21,3218.142857,0,0,0,0,0,0
9/17/21,3288.571429,0,0,0,0,0,0
9/18/21,3288.571429,0,0,0,0,0,0
9/19/21,3288.571429,0,0,0,0,0,0
9/20/21,3046.857143,0,0,0,0,0,0
9/21/21,3016,0,0,0,0,0,0
9/22/21,2801.142857,0,0,0,0,0,0
9/23/21,2928,0,0,0,0,0,0
9/24/21,2820.571429,0,0,0,0,0,0
9/25/21,2820.571429,0,0,0,0,0,0
9/26/21,2820.571429,0,0,0,0,0,0
9/27/21,2970.857143,0,0,0,0,0,0
9/28/21,2998.285714,0,0,0,0,0,0
9/29/21,3061.714286,0,0,0,0,0,0
9/30/21,2894.142857,0,0,0,0,0,0
10/1/21,2916.285714,0,0,0,0,0,0
10/2/21,2916.285714,0,0,0,0,0,0
10/3/21,2916.285714,0,0,0,0,0,0
10/4/21,2650,0,0,0,0,0,0
10/5/21,2599.428571,0,0,0,0,0,0
10/6/21,2581.714286,0,0,0,0,0,0
10/7/21,2581.285714,0,0,0,0,0,0
10/8/21,2440.714286,0,0,0,0,0,0
10/9/21,2440.714286,0,0,0,0,0,0
10/10/21,2440.714286,0,0,0,0,0,0
10/11/21,2385.428571,0,0,0,0,0,0
10/12/21,2315.714286,0,0,0,0,0,0
10/13/21,2386,0,0,0,0,0,0
10/14/21,2377.428571,0,0,0,0,0,0
10/15/21,2431.571429,0,0,0,0,0,0
10/16/21,2431.571429,0,0,0,0,0,0
10/17/21,2431.571429,0,0,0,0,0,0
10/18/21,1497.714286,0,0,0,0,0,0
10/19/21,2286.857143,0,0,0,0,0,0
10/20/21,2199.142857,0,0,0,0,0,0
10/21/21,2242.142857,0,0,0,0,0,0
10/22/21,2213.571429,0,0,0,0,0,0
10/23/21,2213.571429,0,0,0,0,0,0
10/24/21,2213.571429,0,0,0,0,0,0
10/25/21,3042.714286,0,0,0,0,0,0
10/26/21,2214.142857,0,0,0,0,0,0
10/27/21,2088.857143,0,0,0,0,0,0
10/28/21,2115.285714,0,0,0,0,0,0
10/29/21,2132,0,0,0,0,0,0
10/30/21,2132,0,0,0,0,0,0
10/31/21,2132,0,0,0,0,0,0
11/1/21,1970.428571,0,0,0,0,0,0
11/2/21,1995.714286,0,0,0,0,0,0
11/3/21,2005,0,0,0,0,0,0
11/4/21,1863.142857,0,0,0,0,0,0
11/5/21,1751.857143,0,0,0,0,0,0
11/6/21,1751.857143,0,0,0,0,0,0
11/7/21,1751.857143,0,0,0,0,0,0
11/8/21,1830.142857,0,0,0,0,0,0
11/9/21,1781.428571,0,0,0,0,0,0
11/10/21,1831.285714,0,0,0,0,0,0
11/11/21,1496.142857,0,0,0,0,0,0
11/12/21,1825.571429,0,0,0,0,0,0
11/13/21,1825.571429,0,0,0,0,0,0
11/14/21,1825.571429,0,0,0,0,0,0
11/15/21,1727.428571,0,0,0,0,0,0
11/16/21,1706.571429,0,0,0,0,0,0
11/17/21,1732.714286,0,0,0,0,0,0
11/18/21,2018.285714,0,0,0,0,0,0
11/19/21,1663,0,0,0,0,0,0
11/20/21,1663,0,0,0,0,0,0
11/21/21,1663,0,0,0,0,0,0
11/22/21,1571,0,0,0,0,0,0
11/23/21,1533.571429,0,0,0,0,0,0
11/24/21,1381.142857,0,0,0,0,0,0
11/25/21,1095.571429,0,0,0,0,0,0
11/26/21,861.8571429,0,0,0,0,0,0
11/27/21,861.8571429,0,0,0,0,0,0
11/28/21,861.8571429,0,0,0,0,0,0
11/29/21,1008.714286,0,0,0,0,0,0
11/30/21,1060,0,0,0,0,0,0
12/1/21,902,0,0,0,0,0,0
12/2/21,1537.857143,0,0,0,0,0,0
12/3/21,1812,0,0,0,0,0,0
12/4/21,1812,0,0,0,0,0,0
12/5/21,1812,0,0,0,0,0,0
12/6/21,1580,0,0,0,0,0,0
12/7/21,1653.857143,0,0,0,0,0,0
12/8/21,1825.714286,0,0,0,0,0,0
12/9/21,1423,0,0,0,0,0,0
12/10/21,1368.142857,0,0,0,0,0,0
12/11/21,1368.142857,0,0,0,0,0,0
12/12/21,1368.142857,0,0,0,0,0,0
12/13/21,1375.428571,0,0,0,0,0,0
12/14/21,1262.285714,0,0,0,0,0,0
12/15/21,1303.428571,0,0,0,0,0,0
12/16/21,1337.428571,0,0,0,0,0,0
12/17/21,1416.714286,0,0,0,0,0,0
12/18/21,1416.714286,0,0,0,0,0,0
12/19/21,1416.714286,0,0,0,0,0,0
12/20/21,1724.857143,0,0,0,0,0,0
12/21/21,1807.285714,0,0,0,0,0,0
12/22/21,1890.142857,0,0,0,0,0,0
12/23/21,2214.571429,0,0,0,0,0,0
12/24/21,1916,0,0,0,0,0,0
12/25/21,1916,0,0,0,0,0,0
12/26/21,1916,0,0,0,0,0,0
12/27/21,4057.714286,0,0,0,0,0,0
12/28/21,4264.142857,0,0,0,0,0,0
12/29/21,4656.571429,0,0,0,0,0,0
12/30/21,5047.714286,0,0,0,0,0,0
12/31/21,5047.714286,0,0,0,0,0,0
1/1/22,5047.714286,0,0,0,0,0,0
1/2/22,5047.714286,0,0,0,0,0,0
1/3/22,6844.142857,0,0,0,0,0,0
1/4/22,7279.714286,0,0,0,0,0,0
1/5/22,8120,0,0,0,0,0,0
1/6/22,9272.142857,0,0,0,0,0,0
1/7/22,11713.71429,0,0,0,0,0,0
1/8/22,11713.71429,0,0,0,0,0,0
